-2665.4282,635.6348,16.0054
-1635.0077,665.8105,8.4054
-1830.9324,638.9214,31.3054
-2664.8037,938.6110,80.7618
-2015.0903,153.0959,27.6875
-1442.9570,-279.0339,14.1484
-2787.5466,241.4044,7.1875
-1752.8690,947.0851,24.8828
-2636.6431,1353.0575,7.1292
-2167.4729,-424.2656,35.3359
-2262.3223,2302.2454,4.8202
-2723.4639,-314.8138,7.1839  
-2694.5344,64.5550,4.3359  
-2458.2000,134.5419,35.1719  
-2796.6589,219.5733,7.1875  
-2706.5261,397.7129,4.3672  
-2866.7683,691.9363,23.4989  
-2764.9543,785.6434,52.7813  
-2660.9402,883.2115,79.7738  
-2861.0796,1047.7109,33.6068 
-2629.2009,1383.1367,7.1833  
-2079.6802,1430.0189,7.1016  
-1660.2294,1382.6698,9.8047 
-1674.1964,430.3246,7.1797  
-1954.9982,141.8080,27.1747  
-1956.1447,287.1091,35.4688  
-1888.1117,615.7245,35.1719  
-1922.5566,886.8939,35.3359  
-1983.3458,1117.0645,53.1243  
-2417.6458,970.1491,45.2969  
-2108.0171,902.8030,76.5792  
-2097.5664,658.0771,52.3672  
-2263.6650,393.7423,34.7708  
-2287.5027,149.1875,35.3125  
-2039.3571,-97.7205,35.1641  
-1867.5022,-141.9203,11.8984  
-1537.8992,116.0441,17.3226  
-1708.4763,7.0187,3.5489  
-1427.0858,-288.9430,14.1484  
-2173.0654,-392.7444,35.3359  
-2320.5286,-180.3870,35.3135  
-2930.0049,487.2518,4.9141
1958.3783,1343.1572,15.3746
2199.6531,1393.3678,10.8203
2483.5977,1222.0825,10.8203
2637.2712,1129.2743,11.1797
2000.0106,1521.1111,17.0625
2024.8190,1917.9425,12.3386
2261.9048,2035.9547,10.8203
2262.0986,2398.6572,10.8203
2244.2566,2523.7280,10.8203
2335.3228,2786.4478,10.8203
2150.0186,2734.2297,11.1763
2158.0811,2797.5488,10.8203
1969.8301,2722.8564,10.8203
1652.0555,2709.4072,10.8265
1564.0052,2756.9463,10.8203
1271.5452,2554.0227,10.8203
1441.5894,2567.9099,10.8203
1480.6473,2213.5718,11.0234
1400.5906,2225.6960,11.0234
1598.8419,2221.5676,11.0625
1318.7759,1251.3580,10.8203
1558.0731,1007.8292,10.8125
1705.2347,1025.6808,10.8203
1364.2782,1928.2811,16.6928
1050.0034,1843.1744,13.8222
2002.1711,1914.0096,40.3453
1996.1078,1659.1333,22.1406
2068.5278,730.0189,16.6928
2597.6316,753.2578,17.3547
2840.3926,1324.1161,11.3906
2517.0908,1568.1057,11.5560
2032.6072,1007.9802,10.8203
1696.6542,1446.9955,10.7617
2179.1113,1674.3562,11.0469
2179.0591,1987.0236,10.8203
2063.5339,2471.4036,10.8203
2325.4937,570.6711,7.7813
1435.8024,2662.3647,11.3926 
1457.4762,2773.4868,10.8203 
1739.6390,2803.0569,14.2735 
1870.3096,2785.2471,14.2734 
1959.7142,2754.6863,10.8203 
2314.2556,2759.4504,10.8203 
2216.5674,2715.0334,10.8130 
2101.4192,2678.7874,10.8130 
1951.1090,2660.3877,10.8203 
1666.6949,2604.9861,10.8203 
2808.3367,2421.5107,11.0625 
2633.3203,2349.7061,10.6719 
2606.6348,2161.7490,10.8203 
2616.5286,2100.6226,10.8158 
2491.8816,2397.9370,10.8203 
2531.7891,2530.3223,21.8750 
2340.6677,2530.4324,10.8203 
2097.6855,2491.3313,14.8390 
1893.1000,2423.2412,11.1782 
1698.9330,2241.8320,10.8203 
1479.4559,2249.0769,11.0234 
1298.1548,2083.4016,10.8127 
1117.8785,2304.1514,10.8203 
1108.9878,1705.8639,10.8203 
1423.9780,1034.4188,10.8203 
1537.4377,752.0641,11.0234 
1917.9590,702.6984,11.1328 
2089.4785,658.0414,11.2707 
2489.8286,928.3251,10.8280 
2697.4717,856.4916,9.8360 
2845.6104,1288.1444,11.3906 
2437.9370,1293.1442,10.8203 
2299.5430,1451.4177,10.8203 
2214.3008,2041.9165,10.8203 
2005.9174,2152.0835,10.8203 
2222.1042,1837.4220,10.8203 
2025.6753,1916.4363,12.3382 
2087.9902,1516.5336,10.8203 
2172.1624,1398.7496,11.0625 
2139.1841,987.7975,10.8203 
1860.9672,1030.2910,10.8203 
1673.2345,1316.1067,10.8203 
1412.6187,2000.0596,14.7396
